,ID_x,Sex_x,ID_y,Sex_y
2903,2939,female,2903,male
3075,2939,female,3075,male
3173,2939,female,3173,male
3411,2939,female,3411,male
3520,2939,female,3520,male
3534,2939,female,3534,female
3552,2939,female,3552,male
3570,2939,female,3570,male
532,2941,male,532,male
859,2941,male,859,male
1717,2941,male,1717,male
1974,2941,male,1974,male
2462,2941,male,2462,female
3195,2941,male,3195,male
3552,2941,male,3552,male
3570,2941,male,3570,male
70,2942,male,70,male
423,2942,male,423,male
1948,2942,male,1948,male
2887,2942,male,2887,male
2916,2942,male,2916,male
2933,2942,male,2933,male
3132,2942,male,3132,male
125,2943,male,125,male
169,2943,male,169,male
200,2943,male,200,male
284,2943,male,284,male
506,2943,male,506,male
577,2943,male,577,male
590,2943,male,590,male
680,2943,male,680,male
1245,2943,male,1245,male
1375,2943,male,1375,female
2394,2943,male,2394,male
2612,2943,male,2612,male
2631,2943,male,2631,male
2655,2943,male,2655,male
2922,2943,male,2922,male
3105,2943,male,3105,male
3205,2943,male,3205,female
3238,2943,male,3238,male
3245,2943,male,3245,male
3414,2943,male,3414,male
3601,2943,male,3601,female
3195,2944,male,3195,male
155,2945,female,155,female
172,2945,female,172,male
175,2945,female,175,male
263,2945,female,263,female
268,2945,female,268,male
299,2945,female,299,male
457,2945,female,457,male
545,2945,female,545,male
567,2945,female,567,male
592,2945,female,592,male
597,2945,female,597,male
744,2945,female,744,male
858,2945,female,858,female
1525,2945,female,1525,male
2580,2945,female,2580,female
2587,2945,female,2587,male
2591,2945,female,2591,male
2595,2945,female,2595,female
2612,2945,female,2612,male
2630,2945,female,2630,male
2893,2945,female,2893,male
2903,2945,female,2903,male
2908,2945,female,2908,male
2957,2945,female,2957,female
3074,2945,female,3074,male
3186,2945,female,3186,male
3189,2945,female,3189,male
3234,2945,female,3234,male
3446,2945,female,3446,male
3449,2945,female,3449,male
737,2946,male,737,male
1911,2946,male,1911,male
3013,2946,male,3013,male
1305,2947,male,1305,male
3160,2947,male,3160,male
225,2948,male,225,male
412,2948,male,412,male
437,2948,male,437,male
505,2948,male,505,male
521,2948,male,521,male
532,2948,male,532,male
548,2948,male,548,male
581,2948,male,581,female
1238,2948,male,1238,male
1544,2948,male,1544,female
1705,2948,male,1705,male
1738,2948,male,1738,male
2160,2948,male,2160,male
2497,2948,male,2497,female
2897,2948,male,2897,female
2903,2948,male,2903,male
2908,2948,male,2908,male
2910,2948,male,2910,female
2917,2948,male,2917,male
2979,2948,male,2979,female
3012,2948,male,3012,female
3075,2948,male,3075,male
3137,2948,male,3137,male
3195,2948,male,3195,male
3234,2948,male,3234,male
3238,2948,male,3238,male
940,2949,male,940,male
1755,2949,male,1755,male
2441,2949,male,2441,female
3181,2949,male,3181,male
3422,2949,male,3422,male
361,2951,male,361,male
730,2951,male,730,male
2907,2951,male,2907,male
3248,2951,male,3248,male
124,2953,male,124,male
125,2953,male,125,male
200,2953,male,200,male
290,2953,male,290,male
316,2953,male,316,male
573,2953,male,573,male
577,2953,male,577,male
590,2953,male,590,male
1010,2953,male,1010,male
1018,2953,male,1018,male
1134,2953,male,1134,male
1347,2953,male,1347,male
1398,2953,male,1398,male
1557,2953,male,1557,male
2112,2953,male,2112,female
2631,2953,male,2631,male
2670,2953,male,2670,male
2726,2953,male,2726,female
2890,2953,male,2890,male
3015,2953,male,3015,male
3116,2953,male,3116,male
3215,2953,male,3215,male
3499,2953,male,3499,male
3548,2953,male,3548,male
60,2954,male,60,male
61,2954,male,61,male
142,2954,male,142,male
169,2954,male,169,male
213,2954,male,213,male
225,2954,male,225,male
302,2954,male,302,male
532,2954,male,532,male
546,2954,male,546,female
548,2954,male,548,male
592,2954,male,592,male
1242,2954,male,1242,male
1592,2954,male,1592,male
1705,2954,male,1705,male
1760,2954,male,1760,male
1933,2954,male,1933,male
2104,2954,male,2104,male
2897,2954,male,2897,female
2917,2954,male,2917,male
2948,2954,male,2948,male
3195,2954,male,3195,male
3236,2954,male,3236,female
3649,2954,male,3649,male
115,2955,male,115,male
144,2955,male,144,male
1524,2955,male,1524,male
1718,2955,male,1718,male
2154,2955,male,2154,male
2601,2955,male,2601,female
2917,2955,male,2917,male
2958,2955,male,2958,male
3009,2955,male,3009,male
3478,2955,male,3478,male
155,2957,female,155,female
172,2957,female,172,male
175,2957,female,175,male
532,2957,female,532,male
592,2957,female,592,male
597,2957,female,597,male
1525,2957,female,1525,male
2580,2957,female,2580,female
2587,2957,female,2587,male
2591,2957,female,2591,male
2595,2957,female,2595,female
2612,2957,female,2612,male
2630,2957,female,2630,male
2945,2957,female,2945,female
3039,2957,female,3039,male
3449,2957,female,3449,male
3561,2957,female,3561,male
139,2958,male,139,female
148,2958,male,148,male
153,2958,male,153,male
194,2958,male,194,male
528,2958,male,528,male
1332,2958,male,1332,male
1536,2958,male,1536,female
1539,2958,male,1539,female
1540,2958,male,1540,male
1542,2958,male,1542,male
2606,2958,male,2606,male
2616,2958,male,2616,male
2648,2958,male,2648,female
2696,2958,male,2696,male
2955,2958,male,2955,male
2967,2958,male,2967,female
3469,2958,male,3469,male
3484,2958,male,3484,male
3535,2958,male,3535,male
3536,2958,male,3536,male
3543,2958,male,3543,male
3546,2958,male,3546,male
3548,2958,male,3548,male
3575,2958,male,3575,male
2918,2959,male,2918,female
3104,2959,male,3104,female
3566,2959,male,3566,male
60,2961,male,60,male
102,2961,male,102,male
125,2961,male,125,male
279,2961,male,279,male
318,2961,male,318,male
332,2961,male,332,male
536,2961,male,536,male
585,2961,male,585,male
696,2961,male,696,male
1054,2961,male,1054,female
1549,2961,male,1549,male
1728,2961,male,1728,male
2089,2961,male,2089,male
2889,2961,male,2889,male
2917,2961,male,2917,male
2922,2961,male,2922,male
3020,2961,male,3020,male
3227,2961,male,3227,female
3367,2961,male,3367,male
150,2962,male,150,male
153,2962,male,153,male
349,2962,male,349,male
449,2962,male,449,female
505,2962,male,505,male
581,2962,male,581,female
867,2962,male,867,female
1103,2962,male,1103,male
1139,2962,male,1139,male
1397,2962,male,1397,male
1560,2962,male,1560,male
1728,2962,male,1728,male
2577,2962,male,2577,male
3536,2962,male,3536,male
3543,2962,male,3543,male
159,2963,male,159,male
521,2963,male,521,male
568,2963,male,568,male
2104,2963,male,2104,male
2629,2963,male,2629,male
2930,2963,male,2930,male
3223,2963,male,3223,female
124,2964,female,124,male
125,2964,female,125,male
152,2964,female,152,male
194,2964,female,194,male
209,2964,female,209,male
240,2964,female,240,male
284,2964,female,284,male
324,2964,female,324,male
333,2964,female,333,male
467,2964,female,467,female
530,2964,female,530,male
539,2964,female,539,male
842,2964,female,842,female
1010,2964,female,1010,male
1018,2964,female,1018,male
1048,2964,female,1048,male
1134,2964,female,1134,male
1235,2964,female,1235,male
1239,2964,female,1239,male
1245,2964,female,1245,male
1279,2964,female,1279,male
1313,2964,female,1313,male
2631,2964,female,2631,male
2806,2964,female,2806,male
2890,2964,female,2890,male
2956,2964,female,2956,male
2976,2964,female,2976,male
2979,2964,female,2979,female
3414,2964,female,3414,male
3601,2964,female,3601,female
87,2967,female,87,male
313,2967,female,313,male
438,2967,female,438,female
447,2967,female,447,male
457,2967,female,457,male
1332,2967,female,1332,male
1552,2967,female,1552,male
1560,2967,female,1560,male
2578,2967,female,2578,male
2588,2967,female,2588,male
2629,2967,female,2629,male
2716,2967,female,2716,male
2958,2967,female,2958,male
3543,2967,female,3543,male
3650,2967,female,3650,female
1909,2969,male,1909,female
9,2970,male,9,male
142,2970,male,142,male
169,2970,male,169,male
438,2970,male,438,female
863,2970,male,863,male
932,2970,male,932,male
980,2970,male,980,male
1576,2970,male,1576,male
2104,2970,male,2104,male
2173,2970,male,2173,male
2541,2970,male,2541,male
2602,2970,male,2602,male
2885,2970,male,2885,male
2917,2970,male,2917,male
3539,2970,male,3539,female
98,2972,male,98,male
601,2972,male,601,male
1247,2972,male,1247,male
1707,2972,male,1707,male
318,2973,male,318,male
585,2973,male,585,male
1187,2973,male,1187,male
2956,2973,male,2956,male
2981,2973,male,2981,male
2998,2973,male,2998,male
3000,2973,male,3000,male
3027,2973,male,3027,female
3057,2973,male,3057,male
63,2974,male,63,male
126,2974,male,126,female
153,2974,male,153,male
172,2974,male,172,male
284,2974,male,284,male
299,2974,male,299,male
334,2974,male,334,male
602,2974,male,602,male
735,2974,male,735,male
1028,2974,male,1028,male
1067,2974,male,1067,female
1314,2974,male,1314,male
1425,2974,male,1425,male
1525,2974,male,1525,male
1540,2974,male,1540,male
1638,2974,male,1638,male
1813,2974,male,1813,male
1996,2974,male,1996,male
2578,2974,male,2578,male
2587,2974,male,2587,male
2595,2974,male,2595,female
2650,2974,male,2650,male
2655,2974,male,2655,male
2956,2974,male,2956,male
3394,2974,male,3394,male
3427,2974,male,3427,male
3446,2974,male,3446,male
3481,2974,male,3481,male
3548,2974,male,3548,male
3557,2974,male,3557,male
3577,2974,male,3577,male
349,2975,male,349,male
505,2975,male,505,male
867,2975,male,867,female
1103,2975,male,1103,male
1139,2975,male,1139,male
1374,2975,male,1374,male
1397,2975,male,1397,male
2137,2975,male,2137,male
2530,2975,male,2530,male
2962,2975,male,2962,male
3654,2975,male,3654,female
96,2976,male,96,male
124,2976,male,124,male
125,2976,male,125,male
198,2976,male,198,male
284,2976,male,284,male
290,2976,male,290,male
554,2976,male,554,female
590,2976,male,590,male
1054,2976,male,1054,female
1373,2976,male,1373,female
2577,2976,male,2577,male
2979,2976,male,2979,female
3094,2976,male,3094,female
3133,2976,male,3133,male
3414,2976,male,3414,male
136,2978,male,136,male
467,2978,male,467,female
539,2978,male,539,male
873,2978,male,873,male
1091,2978,male,1091,male
1106,2978,male,1106,male
1245,2978,male,1245,male
1375,2978,male,1375,female
1552,2978,male,1552,male
1665,2978,male,1665,female
2001,2978,male,2001,male
2606,2978,male,2606,male
2627,2978,male,2627,male
2655,2978,male,2655,male
2834,2978,male,2834,male
2855,2978,male,2855,male
2861,2978,male,2861,male
2979,2978,male,2979,female
3238,2978,male,3238,male
125,2979,female,125,male
136,2979,female,136,male
284,2979,female,284,male
318,2979,female,318,male
404,2979,female,404,male
467,2979,female,467,female
846,2979,female,846,male
854,2979,female,854,male
886,2979,female,886,female
1134,2979,female,1134,male
1148,2979,female,1148,male
1373,2979,female,1373,female
1375,2979,female,1375,female
1780,2979,female,1780,male
1831,2979,female,1831,male
2220,2979,female,2220,male
2593,2979,female,2593,male
2621,2979,female,2621,male
2627,2979,female,2627,male
2655,2979,female,2655,male
2665,2979,female,2665,male
2725,2979,female,2725,male
2761,2979,female,2761,male
2824,2979,female,2824,male
2837,2979,female,2837,male
2855,2979,female,2855,male
2897,2979,female,2897,female
2948,2979,female,2948,male
2976,2979,female,2976,male
2978,2979,female,2978,male
3054,2979,female,3054,male
3322,2979,female,3322,male
3414,2979,female,3414,male
3470,2979,female,3470,male
3394,2980,male,3394,male
1187,2981,male,1187,male
2370,2981,male,2370,male
2595,2981,male,2595,female
2806,2981,male,2806,male
2956,2981,male,2956,male
2973,2981,male,2973,male
2998,2981,male,2998,male
3027,2981,male,3027,female
3057,2981,male,3057,male
2509,2983,female,2509,male
524,2984,male,524,female
1779,2984,male,1779,male
231,2985,male,231,female
62,2987,male,62,male
124,2987,male,124,male
148,2987,male,148,male
153,2987,male,153,male
194,2987,male,194,male
200,2987,male,200,male
590,2987,male,590,male
1010,2987,male,1010,male
1299,2987,male,1299,male
1372,2987,male,1372,male
1398,2987,male,1398,male
1542,2987,male,1542,male
2378,2987,male,2378,female
2585,2987,male,2585,male
2616,2987,male,2616,male
2696,2987,male,2696,male
2943,2987,male,2943,male
2953,2987,male,2953,male
2958,2987,male,2958,male
3535,2987,male,3535,male
3614,2987,male,3614,female
1066,2989,male,1066,male
1369,2989,male,1369,male
3127,2989,male,3127,female
124,2990,female,124,male
132,2990,female,132,male
194,2990,female,194,male
200,2990,female,200,male
1629,2990,female,1629,male
9,2992,male,9,male
131,2992,male,131,male
142,2992,male,142,male
169,2992,male,169,male
438,2992,male,438,female
551,2992,male,551,male
1129,2992,male,1129,female
1223,2992,male,1223,female
1297,2992,male,1297,female
1560,2992,male,1560,male
1626,2992,male,1626,male
1705,2992,male,1705,male
1728,2992,male,1728,male
1778,2992,male,1778,female
2104,2992,male,2104,male
2461,2992,male,2461,male
2897,2992,male,2897,female
2917,2992,male,2917,male
2970,2992,male,2970,male
3123,2992,male,3123,male
3539,2992,male,3539,female
2356,2993,male,2356,male
121,2995,male,121,male
124,2995,male,124,male
125,2995,male,125,male
152,2995,male,152,male
194,2995,male,194,male
240,2995,male,240,male
324,2995,male,324,male
467,2995,male,467,female
524,2995,male,524,female
530,2995,male,530,male
1010,2995,male,1010,male
1018,2995,male,1018,male
1047,2995,male,1047,male
1048,2995,male,1048,male
1054,2995,male,1054,female
1134,2995,male,1134,male
1235,2995,male,1235,male
1239,2995,male,1239,male
1245,2995,male,1245,male
1259,2995,male,1259,male
1313,2995,male,1313,male
2631,2995,male,2631,male
2806,2995,male,2806,male
2935,2995,male,2935,male
2956,2995,male,2956,male
3026,2995,male,3026,male
3414,2995,male,3414,male
3601,2995,male,3601,female
20,2996,male,20,male
285,2996,male,285,male
497,2996,male,497,male
522,2996,male,522,male
728,2996,male,728,male
1292,2996,male,1292,male
2734,2996,male,2734,male
3074,2996,male,3074,male
3206,2996,male,3206,male
3649,2996,male,3649,male
3664,2996,male,3664,male
2843,2998,male,2843,male
2956,2998,male,2956,male
2973,2998,male,2973,male
2981,2998,male,2981,male
3000,2998,male,3000,male
3027,2998,male,3027,female
3057,2998,male,3057,male
2843,3000,male,2843,male
2956,3000,male,2956,male
2973,3000,male,2973,male
2998,3000,male,2998,male
3601,3000,male,3601,female
200,3001,male,200,male
3461,3001,male,3461,male
1552,3004,female,1552,male
467,3006,male,467,female
728,3006,male,728,male
744,3006,male,744,male
1235,3006,male,1235,male
2824,3006,male,2824,male
2903,3006,male,2903,male
2918,3006,male,2918,female
3074,3006,male,3074,male
3083,3006,male,3083,male
3114,3006,male,3114,male
3155,3006,male,3155,male
3576,3006,male,3576,male
847,3011,female,847,male
1708,3013,male,1708,male
3215,3014,male,3215,male
200,3015,male,200,male
577,3015,male,577,male
1372,3015,male,1372,male
2631,3015,male,2631,male
2953,3015,male,2953,male
2027,3016,female,2027,male
522,3017,male,522,male
1625,3017,male,1625,male
1842,3017,male,1842,male
1947,3017,male,1947,male
299,3018,male,299,male
892,3018,male,892,female
1023,3019,male,1023,male
2714,3019,male,2714,male
2956,3019,male,2956,male
2961,3020,male,2961,male
115,3022,male,115,male
144,3022,male,144,male
123,3023,male,123,male
2122,3023,male,2122,male
2968,3023,male,2968,male
6,3024,female,6,male
109,3024,female,109,male
530,3024,female,530,male
194,3027,female,194,male
2973,3027,female,2973,male
2981,3027,female,2981,male
2998,3027,female,2998,male
3200,3027,female,3200,male
3601,3027,female,3601,female
1484,3028,male,1484,male
3042,3029,female,3042,male
568,3035,female,568,male
2420,3035,female,2420,male
136,3036,male,136,male
2978,3036,male,2978,male
2957,3039,male,2957,female
3095,3039,male,3095,male
3029,3042,male,3029,female
1588,3043,male,1588,male
2648,3043,male,2648,female
3237,3043,male,3237,male
1698,3044,female,1698,female
3499,3044,female,3499,male
278,3045,female,278,female
319,3045,female,319,female
1048,3045,female,1048,male
3095,3045,female,3095,male
490,3047,male,490,male
885,3051,male,885,male
1119,3051,male,1119,male
846,3054,male,846,male
854,3054,male,854,male
2897,3054,male,2897,female
2979,3054,male,2979,female
2956,3057,male,2956,male
2973,3057,male,2973,male
2981,3057,male,2981,male
2998,3057,male,2998,male
849,3058,female,849,male
1406,3058,female,1406,male
3230,3058,female,3230,male
1186,3059,male,1186,female
3090,3059,male,3090,male
109,3061,female,109,male
1024,3065,male,1024,male
152,3066,male,152,male
1373,3066,male,1373,female
3479,3067,male,3479,female
497,3070,male,497,male
1389,3070,male,1389,male
1525,3070,male,1525,male
3103,3070,male,3103,male
3550,3070,male,3550,male
567,3073,male,567,male
748,3073,male,748,male
994,3073,male,994,male
1162,3073,male,1162,male
2478,3073,male,2478,male
2895,3073,male,2895,male
2930,3073,male,2930,male
567,3074,male,567,male
728,3074,male,728,male
741,3074,male,741,female
802,3074,male,802,male
925,3074,male,925,male
2616,3074,male,2616,male
2683,3074,male,2683,female
2687,3074,male,2687,male
2724,3074,male,2724,male
2734,3074,male,2734,male
2889,3074,male,2889,male
2903,3074,male,2903,male
2908,3074,male,2908,male
2910,3074,male,2910,female
2915,3074,male,2915,male
2916,3074,male,2916,male
2918,3074,male,2918,female
2930,3074,male,2930,male
2933,3074,male,2933,male
2945,3074,male,2945,female
2996,3074,male,2996,male
3006,3074,male,3006,male
3077,3074,male,3077,male
3083,3074,male,3083,male
3086,3074,male,3086,male
3104,3074,male,3104,female
3107,3074,male,3107,male
3114,3074,male,3114,male
3155,3074,male,3155,male
3190,3074,male,3190,male
3449,3074,male,3449,male
3496,3074,male,3496,male
3576,3074,male,3576,male
73,3075,male,73,female
121,3075,male,121,male
172,3075,male,172,male
198,3075,male,198,male
303,3075,male,303,male
327,3075,male,327,male
741,3075,male,741,female
1041,3075,male,1041,male
1100,3075,male,1100,male
1562,3075,male,1562,male
1766,3075,male,1766,female
2160,3075,male,2160,male
2908,3075,male,2908,male
2910,3075,male,2910,female
2916,3075,male,2916,male
2931,3075,male,2931,male
2948,3075,male,2948,male
3212,3075,male,3212,male
3234,3075,male,3234,male
3238,3075,male,3238,male
194,3076,male,194,male
293,3076,male,293,male
748,3076,male,748,male
2616,3076,male,2616,male
2918,3076,male,2918,female
2933,3076,male,2933,male
46,3077,male,46,male
197,3077,male,197,male
470,3077,male,470,male
534,3077,male,534,male
589,3077,male,589,male
805,3077,male,805,male
966,3077,male,966,male
1096,3077,male,1096,male
1225,3077,male,1225,male
1316,3077,male,1316,male
1402,3077,male,1402,male
2050,3077,male,2050,male
2887,3077,male,2887,male
2895,3077,male,2895,male
2907,3077,male,2907,male
2914,3077,male,2914,male
2933,3077,male,2933,male
3074,3077,male,3074,male
3109,3077,male,3109,male
3175,3077,male,3175,male
3643,3080,male,3643,male
764,3081,male,764,male
1544,3081,male,1544,female
1552,3081,male,1552,male
2405,3081,male,2405,male
2937,3081,male,2937,male
2942,3081,male,2942,male
3525,3081,male,3525,male
532,3082,male,532,male
554,3082,male,554,female
1584,3082,male,1584,female
1974,3082,male,1974,male
2462,3082,male,2462,female
2897,3082,male,2897,female
2903,3082,male,2903,male
3411,3082,male,3411,male
0,3083,male,0,male
97,3083,male,97,male
483,3083,male,483,female
592,3083,male,592,male
639,3083,male,639,male
728,3083,male,728,male
1331,3083,male,1331,male
2595,3083,male,2595,female
2903,3083,male,2903,male
2918,3083,male,2918,female
3114,3083,male,3114,male
3203,3083,male,3203,male
3534,3083,male,3534,female
3576,3083,male,3576,male
223,3084,female,223,male
285,3084,female,285,male
411,3084,female,411,female
434,3084,female,434,male
2950,3084,female,2950,female
2721,3085,female,2721,female
128,3087,male,128,male
134,3087,male,134,male
327,3087,male,327,male
514,3087,male,514,male
521,3087,male,521,male
542,3087,male,542,male
584,3087,male,584,male
1225,3087,male,1225,male
1294,3087,male,1294,male
1316,3087,male,1316,male
1345,3087,male,1345,male
1530,3087,male,1530,male
2373,3087,male,2373,male
2418,3087,male,2418,male
2889,3087,male,2889,male
2895,3087,male,2895,male
2898,3087,male,2898,male
2915,3087,male,2915,male
3206,3087,male,3206,male
3615,3087,male,3615,male
3654,3087,male,3654,female
26,3088,male,26,male
28,3088,male,28,male
125,3088,male,125,male
137,3088,male,137,male
150,3088,male,150,male
735,3088,male,735,male
827,3088,male,827,male
2380,3088,male,2380,male
2893,3088,male,2893,male
2931,3088,male,2931,male
182,3090,male,182,male
2601,3090,male,2601,female
2616,3090,male,2616,male
3059,3090,male,3059,male
3126,3090,male,3126,male
3241,3090,male,3241,female
267,3091,male,267,male
304,3091,male,304,male
395,3091,male,395,male
585,3091,male,585,male
651,3091,male,651,male
828,3091,male,828,male
896,3091,male,896,male
1972,3091,male,1972,male
2913,3091,male,2913,male
2936,3091,male,2936,male
3111,3091,male,3111,male
3159,3091,male,3159,male
3516,3091,male,3516,female
3618,3092,male,3618,male
0,3094,female,0,male
151,3094,female,151,male
284,3094,female,284,male
290,3094,female,290,male
507,3094,female,507,male
539,3094,female,539,male
546,3094,female,546,female
548,3094,female,548,male
568,3094,female,568,male
581,3094,female,581,female
1014,3094,female,1014,female
1018,3094,female,1018,male
1296,3094,female,1296,male
2110,3094,female,2110,female
2135,3094,female,2135,male
2668,3094,female,2668,male
2694,3094,female,2694,male
2976,3094,female,2976,male
3083,3094,female,3083,male
3203,3094,female,3203,male
3236,3094,female,3236,female
3237,3094,female,3237,male
134,3095,male,134,male
327,3095,male,327,male
376,3095,male,376,male
696,3095,male,696,male
1701,3095,male,1701,female
1760,3095,male,1760,male
1766,3095,male,1766,female
1844,3095,male,1844,male
2908,3095,male,2908,male
2910,3095,male,2910,female
2916,3095,male,2916,male
2947,3095,male,2947,male
3039,3095,male,3039,male
3045,3095,male,3045,female
3132,3095,male,3132,male
589,3096,female,589,male
198,3097,male,198,male
284,3097,male,284,male
375,3097,male,375,male
786,3097,male,786,male
807,3097,male,807,male
2032,3097,male,2032,female
2122,3097,male,2122,male
2160,3097,male,2160,male
2887,3097,male,2887,male
2908,3097,male,2908,male
2916,3097,male,2916,male
2922,3097,male,2922,male
2933,3097,male,2933,male
2942,3097,male,2942,male
3075,3097,male,3075,male
3132,3097,male,3132,male
449,3098,female,449,female
1033,3098,female,1033,male
1783,3098,female,1783,male
769,3099,male,769,male
948,3099,male,948,male
1148,3099,male,1148,male
1463,3099,male,1463,male
1750,3099,male,1750,male
2811,3099,male,2811,male
2947,3099,male,2947,male
3117,3099,male,3117,male
3241,3099,male,3241,female
3664,3099,male,3664,male
177,3100,male,177,male
197,3100,male,197,male
285,3100,male,285,male
514,3100,male,514,male
2895,3100,male,2895,male
2915,3100,male,2915,male
3078,3100,male,3078,male
166,3102,male,166,male
540,3102,male,540,male
598,3102,male,598,male
2908,3102,male,2908,male
3147,3102,male,3147,male
3270,3102,male,3270,female
3070,3103,male,3070,male
3255,3103,male,3255,female
94,3104,female,94,female
162,3104,female,162,male
483,3104,female,483,female
487,3104,female,487,male
801,3104,female,801,female
1540,3104,female,1540,male
1745,3104,female,1745,male
2609,3104,female,2609,male
2615,3104,female,2615,male
2616,3104,female,2616,male
2650,3104,female,2650,male
2687,3104,female,2687,male
2915,3104,female,2915,male
2918,3104,female,2918,female
2959,3104,female,2959,male
3074,3104,female,3074,male
3225,3104,female,3225,female
3382,3104,female,3382,female
3515,3104,female,3515,male
3576,3104,female,3576,male
66,3105,male,66,male
290,3105,male,290,male
2403,3105,male,2403,male
2456,3105,male,2456,male
2943,3105,male,2943,male
57,3107,male,57,male
118,3107,male,118,male
150,3107,male,150,male
447,3107,male,447,male
549,3107,male,549,male
1979,3107,male,1979,male
2066,3107,male,2066,male
2647,3107,male,2647,male
2724,3107,male,2724,male
2893,3107,male,2893,male
3074,3107,male,3074,male
3187,3107,male,3187,male
239,3108,male,239,male
345,3108,male,345,male
1047,3108,male,1047,male
1908,3108,male,1908,female
1953,3108,male,1953,female
2903,3108,male,2903,male
2918,3108,male,2918,female
3171,3108,male,3171,male
3226,3108,male,3226,female
3241,3108,male,3241,female
304,3111,male,304,male
347,3111,male,347,male
589,3111,male,589,male
600,3111,male,600,male
622,3111,male,622,male
1146,3111,male,1146,female
1253,3111,male,1253,male
1585,3111,male,1585,male
1688,3111,male,1688,male
2082,3111,male,2082,male
2627,3111,male,2627,male
2887,3111,male,2887,male
2922,3111,male,2922,male
3091,3111,male,3091,male
3125,3111,male,3125,male
3177,3111,male,3177,male
3459,3111,male,3459,male
2429,3113,male,2429,male
0,3114,male,0,male
639,3114,male,639,male
728,3114,male,728,male
1013,3114,male,1013,male
1047,3114,male,1047,male
2595,3114,male,2595,female
2903,3114,male,2903,male
2918,3114,male,2918,female
3006,3114,male,3006,male
3074,3114,male,3074,male
3083,3114,male,3083,male
3576,3114,male,3576,male
313,3115,male,313,male
2716,3115,male,2716,male
2892,3115,male,2892,male
3147,3115,male,3147,male
3227,3115,male,3227,female
3456,3115,male,3456,male
3601,3115,male,3601,female
3650,3115,male,3650,female
36,3116,male,36,male
115,3116,male,115,male
142,3116,male,142,male
200,3116,male,200,male
284,3116,male,284,male
290,3116,male,290,male
360,3116,male,360,male
577,3116,male,577,male
590,3116,male,590,male
696,3116,male,696,male
791,3116,male,791,male
915,3116,male,915,male
948,3116,male,948,male
1010,3116,male,1010,male
1314,3116,male,1314,male
1372,3116,male,1372,male
1398,3116,male,1398,male
1544,3116,male,1544,female
1557,3116,male,1557,male
1723,3116,male,1723,male
1760,3116,male,1760,male
1947,3116,male,1947,male
2128,3116,male,2128,male
2378,3116,male,2378,female
2631,3116,male,2631,male
2670,3116,male,2670,male
2726,3116,male,2726,female
2890,3116,male,2890,male
2927,3116,male,2927,male
2935,3116,male,2935,male
2953,3116,male,2953,male
3147,3116,male,3147,male
3212,3116,male,3212,male
3241,3116,male,3241,female
3248,3116,male,3248,male
3548,3116,male,3548,male
3614,3116,male,3614,female
3638,3116,male,3638,male
60,3117,male,60,male
284,3117,male,284,male
506,3117,male,506,male
769,3117,male,769,male
974,3117,male,974,male
1023,3117,male,1023,male
1239,3117,male,1239,male
2032,3117,male,2032,female
2099,3117,male,2099,male
2677,3117,male,2677,male
2811,3117,male,2811,male
2840,3117,male,2840,male
2905,3117,male,2905,male
2935,3117,male,2935,male
2947,3117,male,2947,male
172,3118,male,172,male
521,3118,male,521,male
567,3118,male,567,male
568,3118,male,568,male
581,3118,male,581,female
973,3118,male,973,male
1098,3118,male,1098,male
1395,3118,male,1395,male
3189,3118,male,3189,male
3635,3118,male,3635,female
3641,3118,male,3641,female
121,3120,female,121,male
1309,3120,female,1309,male
1823,3120,female,1823,male
2887,3120,female,2887,male
2922,3120,female,2922,male
2936,3120,female,2936,male
3157,3120,female,3157,male
103,3121,male,103,male
381,3121,male,381,female
1592,3121,male,1592,male
2027,3121,male,2027,male
2492,3121,male,2492,male
2606,3121,male,2606,male
2835,3121,male,2835,male
3234,3121,male,3234,male
3432,3121,male,3432,male
293,3122,male,293,male
769,3122,male,769,male
1001,3122,male,1001,female
2088,3123,male,2088,male
2907,3123,male,2907,male
281,3124,male,281,male
1576,3124,male,1576,male
2173,3124,male,2173,male
2970,3124,male,2970,male
3539,3124,male,3539,female
198,3125,male,198,male
622,3125,male,622,male
956,3125,male,956,male
1000,3125,male,1000,male
2429,3125,male,2429,male
3111,3125,male,3111,male
44,3126,male,44,male
577,3126,male,577,male
590,3126,male,590,male
718,3126,male,718,male
781,3126,male,781,female
948,3126,male,948,male
2892,3126,male,2892,male
3090,3126,male,3090,male
3147,3126,male,3147,male
3205,3126,male,3205,female
3241,3126,male,3241,female
278,3127,female,278,female
319,3127,female,319,female
1369,3127,female,1369,male
1446,3127,female,1446,male
1461,3127,female,1461,female
2989,3127,female,2989,male
655,3128,female,655,male
2918,3128,female,2918,female
3225,3128,female,3225,female
2913,3130,female,2913,male
3164,3130,female,3164,male
3245,3130,female,3245,male
741,3132,male,741,female
2908,3132,male,2908,male
2916,3132,male,2916,male
2942,3132,male,2942,male
3095,3132,male,3095,male
3216,3132,male,3216,male
125,3133,male,125,male
2976,3133,male,2976,male
124,3135,male,124,male
154,3135,male,154,male
257,3135,male,257,male
590,3135,male,590,male
623,3135,male,623,female
1126,3135,male,1126,female
1158,3135,male,1158,male
1432,3135,male,1432,male
2508,3135,male,2508,male
2629,3135,male,2629,male
2712,3135,male,2712,female
2903,3135,male,2903,male
2918,3135,male,2918,female
2927,3135,male,2927,male
3223,3135,male,3223,female
3576,3135,male,3576,male
599,3137,male,599,female
